,DATE (YYYY/MM/DD),MST,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Moisture,Albedo (CMP11),Cloud Type,Solar Zenith Angle,Snow Depth [cm]
1508,2020/07/24,18:51,1.6642099999999995,0.113567,291.90318,21.11,15.526,12.526,57.99,0.0,0.0,818.675,0.762,0.0,0.1838,0,124.59,1.055
1509,2020/07/16,10:40,1130.15,885.5189999999999,128.64432,28.9,15.172,6.472,24.26,2.7,137.0,819.552,0.0,0.0,0.1855,0,69.3,1.406
1510,2020/03/18,22:47,-0.789029,-0.296727,329.67271,4.659,3.966,3.366,91.3,6.2,9.35,809.102,0.0,0.0,0.0,7,111.2,0.858
1511,2020/06/16,04:39,6.934769999999999,12.6057,59.21755,20.22,8.531,-3.059,19.97,3.2,304.6,815.435,0.0,0.0,0.0,4,103.79,0.759
1512,2020/02/02,17:14,7.083939999999999,-0.598395,247.60767,17.13,4.43,-15.56,8.01,3.2,228.7,804.63,0.0,0.0,0.0,3,131.95,0.427
1513,2020/05/17,05:42,128.661,567.4830000000001,72.50778000000001,7.822,4.49,1.09,62.37,1.95,287.1,818.613,0.0,0.0,0.295,0,57.07,0.96
1514,2020/01/29,15:14,187.091,85.0285,225.32206,4.994,0.615,-5.085,45.7,2.95,64.36,815.13,0.0,0.0,0.2137,0,67.64,0.461
1515,2020/08/13,19:03,3.29166,-0.395009,290.09881,28.82,12.054,-2.7460000000000004,12.26,0.95,233.6,817.8760000000001,0.0,0.0,0.0,0,50.17,-0.245
1516,2020/02/02,14:37,447.799,970.188,217.80807,22.25,6.809,-15.390999999999998,5.922000000000001,4.2,225.2,806.4839999999999,0.0,0.0,0.2336,1,78.3,0.606
1517,2020/02/23,11:10,214.338,1.48859,159.73998,1.166,0.492,-0.308,89.6,0.0,0.0,816.6189999999999,0.762,1.0,0.4446,7,58.98,7.026
1518,2020/03/06,02:41,-0.919809,0.034619,54.26081,2.146,-2.191,-9.291,38.75,1.95,299.1,824.813,0.0,0.0,0.0,7,136.9,0.71
1519,2020/03/11,16:41,65.8573,0.192871,252.77849,16.77,6.402,-5.078,20.88,2.95,264.3,810.7739999999999,0.0,0.0,0.1192,0,168.29,0.757
1520,2020/08/30,14:32,126.652,0.54807,237.52256,26.62,12.108,0.218,17.8,6.95,289.4,811.815,0.0,0.0,0.1783,0,157.07,0.059
1521,2020/01/23,09:40,159.461,0.974279,141.45285,-0.418,-4.032,-11.032,40.1,2.45,175.2,819.04,0.0,0.0,0.1941,7,57.21,0.445
1522,2020/07/04,00:11,-1.27415,-0.197507,1.5063799999999998,19.88,13.357,9.277,50.4,1.2,17.25,821.982,0.0,0.0,0.0,3,43.09,0.665
1523,2020/10/22,08:25,23.5632,0.355514,126.41536,0.963,0.963,0.963,100.0,0.45,33.02,813.068,0.0,0.95,0.2097,0,125.7,-0.069
1524,2020/04/13,13:16,273.8,1.6470200000000002,213.92807,-6.859,-7.565,-8.865,83.9,3.2,29.9,815.898,2.794,1.0,0.8034,6,48.92,7.792000000000001
1525,2020/05/01,20:45,-0.901016,-0.380816,310.63947,15.89,10.125,5.755,50.92,3.7,18.02,817.722,0.0,0.0,0.0,0,166.42,0.976
1526,2020/09/13,22:55,-1.37889,-0.350575,338.21291,17.53,7.653,-2.347,25.08,2.7,266.2,824.8810000000001,0.0,0.0,0.0,0,48.43,-0.034
1527,2020/08/30,04:01,-1.7070900000000002,-0.27157,63.13808,19.72,10.714,3.814,34.93,0.95,244.0,813.895,0.0,0.0,0.0,3,94.53,-0.133
1528,2020/07/14,19:55,-1.07446,-0.167879,303.67468,19.36,16.023,14.333,72.69,3.7,214.5,817.841,3.556,0.0,0.0,0,102.84,1.0490000000000002
1529,2020/12/21,05:06,-1.31415,-0.227132,100.86158,7.224,2.512,-2.888,47.2,5.45,276.0,816.5369999999999,0.0,0.0,0.0,0,159.86,0.34
1530,2020/04/19,01:46,-0.752779,0.0,31.601470000000003,7.08,2.699,-2.201,50.5,5.7,274.8,811.194,0.0,0.0,0.0,3,130.29,1.025
1531,2020/09/26,08:14,311.077,109.872,115.77843,23.0,9.681,-3.009,16.92,1.7,254.1,813.385,0.0,0.0,0.2167,0,144.58,-0.1989999999999999
1532,2020/10/05,07:53,322.115,712.215,114.88796,20.53,7.262,-8.437999999999999,12.33,3.45,283.3,820.436,0.0,0.0,0.2607,1,77.82,-0.297
1533,2020/09/14,07:05,209.343,449.945,98.80343,17.81,8.365,-0.635,28.42,0.0,0.0,825.702,0.0,0.0,0.2433,3,132.78,-0.263
1534,2020/11/13,10:39,552.855,999.739,161.82371,14.52,3.635,-12.665,12.35,4.7,256.9,812.3330000000001,0.0,0.0,0.2213,0,84.76,0.0819999999999999
1535,2020/05/13,08:58,497.506,303.399,105.48457,18.55,7.26,-4.74,19.21,5.7,272.0,809.28,0.0,0.0,0.198,3,65.91,1.05
1536,2020/11/16,22:57,-1.34214,-0.390079,329.54967,9.04,2.539,-5.561,33.23,2.95,286.0,824.36,0.0,0.0,0.0,7,83.14,0.103
1537,2020/02/10,19:19,-0.488836,-0.4450949999999999,268.88954,-5.8020000000000005,-5.975,-6.275,96.0,2.7,20.63,819.817,0.0,1.0,0.0,0,132.83,17.69
1538,2020/05/25,12:20,661.7460000000001,174.138,195.95743,15.37,8.454,2.384,41.53,2.45,28.01,818.574,0.508,0.0,0.1473,2,32.27,1.21
1539,2020/04/08,12:58,973.616,1006.46,204.90258,19.12,7.085,-6.605,15.79,6.7,17.69,817.091,0.0,0.0,0.1768,8,134.86,1.093
1540,2020/07/06,20:50,-1.39268,-0.197506,314.44104,24.1,13.041,5.341,29.76,2.2,229.9,818.3839999999999,0.0,0.0,0.0,7,139.13,0.85
1541,2020/07/03,12:30,221.34,1.2591,199.19618,26.11,15.965,10.275,36.97,1.2,137.6,821.569,0.0,0.0,0.1729,0,45.17,1.126
1542,2020/01/12,23:07,-0.847468,0.321457,319.39448,-3.557,-6.79,-14.49,38.07,2.7,278.5,810.7310000000001,0.0,0.0,0.0,8,54.63,0.157
1543,2020/12/30,08:42,200.077,819.403,133.68831,0.005,-5.126,-18.426,19.56,4.7,289.8,816.422,0.0,0.0,0.6529,7,82.55,3.684
1544,2020/05/07,15:56,582.206,884.6310000000001,264.34979,20.04,6.709,-10.091,10.98,10.2,276.6,814.002,0.0,0.0,0.2169,3,41.96,1.117
1545,2020/01/06,22:56,-0.914467,0.0,313.88047,3.73,-2.155,-13.255,24.25,1.95,279.3,819.437,0.0,0.0,0.0,8,102.09,0.24
1546,2020/11/06,23:31,-1.80402,0.0740649999999999,351.93042,16.3,6.1610000000000005,-5.138999999999999,21.4,2.2,156.6,810.7719999999999,0.0,0.0,0.0,3,101.58,-0.12
1547,2020/10/24,08:42,373.105,415.955,130.47453000000002,6.706,4.666,2.766,75.91,0.0,0.0,809.822,0.254,0.0,0.2041,3,111.65,-0.2789999999999999
1548,2020/01/02,03:03,-0.659461,0.0,79.55749,1.855,-2.661,-10.261,36.3,12.45,269.9,801.3989999999999,0.0,0.0,0.0,1,96.27,0.3379999999999999
1549,2020/08/15,19:43,-1.7122,-0.395007,296.39079,24.75,11.797,1.227,21.39,2.7,300.0,822.2139999999999,0.0,0.0,0.0,7,32.59,-0.369
1550,2020/01/20,02:30,-0.892626,-0.084074,66.8144,0.573,-4.748,-18.348,18.91,2.45,284.2,825.8689999999999,0.0,0.0,0.0,0,118.79,0.228
1551,2020/04/24,17:39,203.568,659.513,277.24329,12.06,4.721,-3.379,32.72,4.2,22.99,817.443,1.27,0.0,0.2118,7,135.39,1.208
1552,2020/05/05,21:50,-1.08128,-0.187933,325.70457000000005,10.65,4.01,-3.59,35.29,2.45,1.414,825.4810000000001,0.0,0.0,0.0,0,97.25,1.162
1553,2020/09/04,06:20,107.882,516.07,87.93868,18.75,8.297,-1.903,24.11,2.45,292.2,823.443,0.0,0.0,0.3192,0,106.85,-0.1939999999999999
1554,2020/02/29,01:25,-0.934411,-0.3264,31.4676,5.513,-1.0659999999999998,-12.566,22.79,2.2,283.8,817.796,0.0,0.0,0.0,3,156.33,0.703
1555,2020/10/11,11:51,702.2760000000001,733.591,181.27318,20.0,8.557,-2.443,21.32,7.2,287.2,807.7610000000001,0.0,0.0,0.206,0,101.0,0.143
1556,2020/12/19,23:34,-1.2617,-0.0395019999999999,340.64358,2.374,-2.428,-10.728,33.55,4.2,278.1,818.548,0.0,0.0,0.0,1,81.23,0.193
1557,2020/03/24,19:40,-0.978087,-0.267056,286.92706,10.3,3.1630000000000003,-5.437,30.86,0.0,0.0,812.314,0.0,0.0,0.0,1,134.15,0.861
1558,2020/02/16,06:27,-0.7224010000000001,0.133528,101.49637,1.62,-2.171,-8.171,44.41,0.0,0.0,812.915,0.0,0.0,0.0,0,122.82,12.76
1559,2020/12/05,13:54,385.862,942.45,210.3571,10.67,2.415,-9.485,21.15,1.7,120.1,825.005,0.0,0.0,0.2495,8,161.72,0.5529999999999999
1560,2020/12/21,14:06,203.476,115.276,210.92117,12.87,4.974,-3.926,29.62,3.95,249.8,816.868,0.0,0.0,0.2056,0,132.86,0.5429999999999999
1561,2020/08/19,15:13,66.5242,0.01975,250.12063,29.61,14.885,5.105,21.18,4.2,290.4,819.434,0.0,0.0,0.1791,0,45.26,-0.214
1562,2020/08/14,11:24,904.444,787.327,157.71491,29.18,13.355,1.055,16.29,5.95,22.24,820.74,0.0,0.0,0.184,8,87.81,-0.043
1563,2020/09/03,15:27,543.008,845.283,249.15029,28.82,13.748,2.668,18.67,4.2,55.14,819.7330000000001,0.0,0.0,0.2103,8,119.04,0.502
1564,2020/02/24,02:16,-1.14848,-0.242329,50.33311,3.791,-1.736,-11.236,28.99,1.7,85.5,809.8639999999999,0.0,0.0,0.0,4,14.68,5.98
1565,2020/10/07,00:13,-1.86973,-0.395013,10.83581,18.29,5.914,-9.986,12.36,3.7,285.5,819.909,0.0,0.0,0.0,0,133.05,-0.299
1566,2020/08/15,08:46,613.308,755.674,106.39597,22.81,13.171,6.771,35.51,1.45,116.7,822.663,0.0,0.0,0.2066,0,84.84,-0.433
1567,2020/05/25,05:07,27.306,79.2254,65.88436999999999,4.502,3.015,1.515,80.9,1.7,296.0,819.7819999999999,0.0,0.0,0.2607,0,91.16,1.0659999999999998
1568,2020/03/12,13:34,482.29,61.2743,209.342,5.895,2.339,-1.661,57.33,2.95,64.52,814.954,0.0,0.0,0.1797,0,35.95,0.987
1569,2020/06/10,13:13,1017.27,1015.42,228.10729,23.03,10.239,-1.4409999999999998,19.26,4.2,20.88,821.4810000000001,0.0,0.0,0.1617,0,137.28,1.236
1570,2020/04/04,06:05,49.7086,337.31199999999995,85.61188,-2.047,-3.796,-6.396,69.07,1.2,342.9,813.265,0.0,0.0,0.332,8,133.06,0.966
1571,2020/07/21,02:33,-1.19815,-0.39007,36.63155,18.0,14.322,12.322,69.41,1.95,24.4,819.9939999999999,0.0,0.0,0.0,0,105.55,0.728
1572,2020/03/04,17:53,9.49942,-0.197816,262.36842,11.82,1.861,-14.939,11.96,4.95,285.2,816.1360000000001,0.0,0.0,0.0,2,23.14,0.5670000000000001
1573,2020/05/25,01:20,-0.191404,0.172819,21.44936,5.843999999999999,3.93,1.93,75.9,2.45,288.8,818.554,0.0,0.0,0.0,0,52.68,0.908
1574,2020/04/24,12:19,775.403,607.788,190.95543,11.78,6.2410000000000005,0.7509999999999999,46.66,3.45,53.97,817.635,0.0,0.0,0.1601,0,95.78,1.25
1575,2020/08/14,02:59,-1.63858,-0.439452,46.24097,22.12,8.196,-7.484,12.16,3.95,287.1,818.669,0.0,0.0,0.0,0,97.27,-0.321
1576,2020/01/05,15:13,236.899,808.7489999999999,223.84603,2.721,-1.5630000000000002,-8.062999999999999,41.44,4.2,22.02,818.585,0.0,0.0,0.2498,3,45.61,0.524
1577,2020/08/20,23:01,-1.46435,-0.153065,340.82581,22.02,12.893,6.733,37.16,2.45,239.0,817.7439999999999,0.0,0.0,0.0,0,100.02,-0.2
1578,2020/08/01,05:26,39.9274,283.17900000000003,69.85633,17.45,10.444,5.044,43.89,1.7,284.0,823.46,0.254,0.0,0.4409,0,117.76,-0.228
1579,2020/06/24,04:10,-1.04655,-0.177755,54.15946,16.84,9.979,4.678999999999999,44.47,2.2,274.7,818.298,0.0,0.0,0.0,0,27.31,0.932
1580,2020/03/04,03:28,-0.915204,-0.15331,65.91255,3.3960000000000004,-2.69,-14.99,21.17,1.95,272.1,816.3589999999999,0.0,0.0,0.0,0,41.68,0.636
1581,2020/05/22,00:56,-1.0315,-0.133318,15.59453,11.86,4.564,-3.636,32.44,3.2,299.1,814.87,0.0,0.0,0.0,3,46.81,0.8079999999999999
1582,2020/07/21,05:39,66.8946,111.378,69.90798000000001,15.75,14.154000000000002,13.254,85.1,0.7,32.62,820.154,0.0,0.0,0.2809,4,110.21,0.6779999999999999
1583,2020/02/26,07:06,60.7118,489.565,105.13644,-3.907,-7.546,-17.646,29.21,4.45,287.2,821.99,0.0,0.0,0.4201,0,60.74,4.1530000000000005
1584,2020/11/12,08:26,272.832,800.2080000000001,130.94732,0.7,-2.338,-6.837999999999999,53.31,2.95,97.8,815.957,0.0,0.0,0.2637,0,147.17,-0.142
1585,2020/11/19,10:57,529.554,977.273,166.66602,13.1,5.91,-1.49,35.81,1.7,28.52,815.872,0.0,0.0,0.2292,0,122.47,0.313
1586,2020/05/23,01:41,-1.06392,-0.296261,26.75347,13.13,5.66,-2.24,33.57,2.2,294.5,809.482,0.0,0.0,0.0,8,96.44,0.78
1587,2020/01/27,01:46,-0.943318,-0.558843,50.04217,4.055,-0.511,-6.811,42.06,1.2,14.62,813.27,0.0,0.0,0.0,0,133.6,0.37
1588,2020/09/28,17:50,0.730641,-0.449326,267.90111,11.25,3.2430000000000003,-7.257000000000001,24.75,0.0,0.0,824.7230000000001,0.0,0.0,0.0,8,87.4,-0.054
1589,2020/04/07,09:34,761.9069999999999,995.567,124.33163,16.87,5.531000000000001,-8.669,15.19,5.7,120.3,816.051,0.0,0.0,0.1858,0,38.91,0.966
1590,2020/09/08,01:56,-0.774713,0.039501,37.94698,3.128,3.128,3.128,100.0,4.45,22.95,819.625,3.556,1.0,0.0,0,116.98,-0.276
1591,2020/08/10,11:17,1048.63,644.69,152.94406999999998,23.81,15.594,11.014,44.54,3.2,103.1,820.725,0.0,0.0,0.187,3,90.34,0.317
1592,2020/03/06,22:15,-0.838298,-0.494547,315.13331,8.7,1.6840000000000002,-8.016,27.48,4.45,288.1,819.033,0.0,0.0,0.0,0,141.26,0.684
1593,2020/11/27,09:39,401.599,934.203,147.46438,-0.162,-2.793,-6.893,56.57,2.2,23.24,821.674,0.0,0.0,0.6027,4,38.59,5.81
1594,2020/07/29,03:44,-1.11686,-0.2073829999999999,52.05675,19.34,11.387,5.687,40.77,4.2,261.4,817.549,0.0,0.0,0.0,6,14.64,0.011
1595,2020/12/22,06:32,-1.3564200000000002,-0.207384,113.16072,6.166,0.434,-7.366,34.59,1.95,274.2,809.5210000000001,0.0,0.0,0.0,0,88.33,0.034
1596,2020/12/15,10:23,354.005,279.057,156.71157,-2.6660000000000004,-4.962,-9.062,57.63,3.95,73.05,815.862,1.27,1.0,0.8071,4,127.45,8.87
1597,2020/04/26,05:20,11.9867,21.9785,73.34063,9.46,3.0610000000000004,-4.729,34.69,2.95,278.3,817.278,0.0,0.0,0.2194,6,142.64,0.916
1598,2020/10/30,21:38,-1.6717799999999998,-0.187632,303.72028,10.66,2.745,-7.855,24.43,2.45,304.0,814.895,0.0,0.0,0.0,7,47.66,-0.076
1599,2020/10/06,02:49,-1.68238,-0.27157,61.8244,13.47,4.128,-7.872000000000001,20.27,3.45,302.3,821.56,0.0,0.0,0.0,7,123.78,-0.325
1600,2020/08/04,23:38,-1.19485,-0.12838,351.80431,19.84,14.864,12.164,61.24,1.95,309.3,821.05,0.0,0.0,0.0,3,128.29,-0.018
1601,2020/08/27,15:37,282.284,86.4873,252.94898,32.65,15.257,3.457,15.87,2.2,94.5,814.168,0.0,0.0,0.2199,4,35.75,-0.049
1602,2020/10/13,01:36,-2.0466900000000003,-0.5925199999999999,44.88946,15.4,4.829,-8.671,16.68,2.45,275.6,819.74,0.0,0.0,0.0,1,70.15,-0.282
1603,2020/03/12,22:39,-0.6829689999999999,-0.29178,324.98696,0.568,-1.047,-2.947,75.07,1.95,20.78,817.6419999999999,0.0,0.0,0.0,0,42.36,0.745
1604,2020/03/10,06:30,21.5147,163.295,95.97429,7.361000000000001,0.7929999999999999,-8.707,28.33,0.0,0.0,819.03,0.0,0.0,0.321,1,98.14,0.757
1605,2020/07/26,06:15,230.26,604.012,76.1212,19.15,14.282,11.492,61.15,2.45,257.5,821.2919999999999,0.0,0.0,0.2321,0,144.2,1.009
1606,2020/06/22,08:18,645.702,901.988,91.54088,19.61,12.46,7.76,46.24,1.2,131.9,820.732,0.0,0.0,0.1917,7,116.89,1.087
1607,2020/02/07,14:48,141.731,-0.380806,221.05603,-3.878,-4.401,-5.101,90.1,1.7,158.2,810.8480000000001,0.508,1.0,0.9018,7,111.43,20.1
1608,2020/04/15,03:50,-0.8958790000000001,0.187942,60.26671,0.309,-3.289,-9.389,43.85,1.7,248.1,813.7439999999999,0.0,0.0,0.0,4,120.73,1.031
1609,2020/09/07,23:54,-0.714993,-0.424641,358.50057000000004,5.101,5.101,5.101,100.0,4.95,16.27,818.795,1.778,1.0,0.0,0,62.8,-0.3329999999999999
1610,2020/12/10,06:04,-1.3768200000000002,0.0,109.54891,4.814,-1.828,-14.828,19.45,3.7,28.44,815.937,0.0,0.0,0.0,3,129.32,0.1889999999999999
1611,2020/12/13,14:08,364.232,933.795,212.3268,1.289,-2.659,-9.359,40.96,0.95,122.0,816.8389999999999,2.794,0.0,0.6886,0,61.68,3.367
1612,2020/07/29,15:22,223.116,76.2723,257.59901,30.89,13.341,-0.759,12.85,8.45,277.9,816.058,0.0,0.0,0.1403,3,118.35,0.042
1613,2020/10/15,07:56,316.348,740.931,118.70093,3.84,0.8390000000000001,-2.761,60.36,2.2,137.8,822.378,0.0,0.0,0.2605,1,110.23,-0.364
1614,2020/03/14,00:48,-0.5446810000000001,-0.534105,15.45979,-1.554,-1.843,-2.143,95.2,3.45,24.56,813.158,0.0,0.0,0.0,3,51.04,0.757
1615,2020/07/23,08:45,689.4630000000001,828.3689999999999,99.41875,27.38,15.017,7.417000000000001,28.28,2.95,42.62,818.492,0.0,0.0,0.2031,0,86.14,0.7
1616,2020/04/25,20:46,-0.99989,-0.1582619999999999,309.48221,11.91,4.417,-4.083,31.13,1.45,244.2,819.9760000000001,0.0,0.0,0.0,3,61.06,1.032
1617,2020/03/27,14:46,54.6301,0.370908,235.11903,2.143,0.85,-0.65,81.2,2.7,47.72,805.154,0.0,1.0,0.162,0,116.34,0.922
1618,2020/09/11,19:38,-1.35266,0.064189,289.88958,14.09,7.822999999999999,2.323,44.91,1.7,309.1,818.3739999999999,0.0,0.0,0.0,3,110.01,0.163
1619,2020/08/14,00:32,-1.90179,-0.340698,7.970280000000001,23.87,10.067,-3.013,16.05,0.95,287.0,818.6310000000001,0.0,0.0,0.0,0,135.39,-0.3279999999999999
1620,2020/01/25,18:34,-1.08823,-0.301673,258.39027000000004,6.716,-0.253,-11.453,23.19,3.2,259.6,815.324,0.0,0.0,0.0,0,42.4,0.396
1621,2020/01/22,14:20,232.803,182.879,212.92388,7.841,0.934,-9.066,26.56,7.7,298.1,811.439,0.0,0.0,0.2203,0,76.85,0.4379999999999999
1622,2020/05/26,15:30,686.245,932.015,263.97778,22.57,11.242,2.242,26.23,2.95,83.5,815.942,0.0,0.0,0.1847,0,141.48,1.456
1623,2020/09/20,22:23,-1.62016,-0.088873,327.14363,19.18,9.531,1.031,29.62,2.95,295.4,820.712,0.0,0.0,0.0,0,96.87,-0.078
1624,2020/03/15,12:21,831.75,961.616,184.37058,8.17,4.052,-0.348,54.69,3.7,18.46,818.91,0.0,0.0,0.1805,3,77.68,0.7929999999999999
1625,2020/12/17,19:06,-1.33721,-0.246883,261.43562000000003,5.46,-0.607,-10.007,28.79,1.2,292.7,806.558,0.0,0.0,0.0,8,136.43,0.31
1626,2020/04/04,11:29,899.5360000000001,878.51,164.75519,9.12,3.676,-2.424,43.14,4.2,105.6,812.439,0.0,0.0,0.1767,4,88.42,1.589
1627,2020/03/10,04:00,-0.744105,-0.4599279999999999,70.73198000000001,3.6010000000000004,-0.647,-6.647,44.05,2.7,278.9,818.5369999999999,0.0,0.0,0.0,1,59.62,0.366
1628,2020/04/27,21:55,-1.11999,-0.143423,325.5035,17.32,7.165,-3.435,23.19,5.2,285.0,814.546,0.0,0.0,0.0,0,94.95,0.928
1629,2020/07/20,09:24,793.515,929.59,106.77892,26.02,16.089000000000002,10.599,37.98,2.2,94.4,818.341,0.0,0.0,0.189,0,30.26,1.22
1630,2020/04/05,03:14,-0.8721700000000001,-0.192872,55.09782,5.475,1.028,-4.372,46.97,2.95,289.1,810.138,0.0,0.0,0.0,0,109.8,0.848
1631,2020/07/13,10:46,979.434,573.215,130.55409,30.67,15.804,6.654,22.19,3.95,98.4,814.9810000000001,0.0,0.0,0.1787,0,61.66,1.084
1632,2020/11/07,10:11,156.656,1.15047,154.07741,17.22,7.366,-2.434,25.39,2.95,199.1,807.172,0.0,0.0,0.1989,1,122.19,0.092
1633,2020/08/21,00:43,-1.51045,-0.197502,12.1303,20.12,12.217,6.817,42.0,2.7,257.9,817.695,0.0,0.0,0.0,0,37.68,-0.1689999999999999
1634,2020/01/25,11:39,564.203,1003.98,170.6461,10.4,2.296,-9.004,22.47,2.45,235.6,815.7130000000001,0.0,0.0,0.2201,7,163.45,0.2319999999999999
1635,2020/10/30,05:50,-1.41457,-0.246884,101.75134,9.02,2.061,-7.138999999999999,29.03,3.95,291.9,821.314,0.0,0.0,0.0,0,128.97,0.032
1636,2020/06/13,21:28,-1.07669,0.0,323.37263,20.72,12.39,6.69,40.12,3.7,277.5,815.181,0.0,0.0,0.0,0,38.55,0.986
1637,2020/05/11,17:21,155.815,48.9517,278.78349,10.17,6.551,3.3510000000000004,62.55,1.45,116.2,814.331,0.762,0.0,0.203,4,119.03,1.185
1638,2020/08/20,08:30,555.26,670.707,104.97194,24.96,14.683,8.402999999999999,34.89,2.7,290.5,818.018,0.0,0.0,0.2143,0,100.47,-0.4579999999999999
1639,2020/08/09,23:17,-1.77696,-0.390072,345.76189,23.96,9.579,-4.721,13.81,1.7,30.8,818.747,0.0,0.0,0.0,0,124.57,-0.3939999999999999
1640,2020/02/07,01:40,-0.984911,1.52322,43.45187,-5.58,-5.674,-5.874,97.5,1.45,262.5,809.158,0.0,1.0,0.0,8,141.43,12.86
1641,2020/09/04,12:49,857.799,920.523,201.91941,29.97,14.268,2.968,17.85,2.95,105.2,824.197,0.0,0.0,0.1818,8,45.35,0.6409999999999999
1642,2020/03/26,15:15,579.367,907.965,241.50427,9.79,5.083,0.3829999999999999,51.87,3.2,54.8,805.4010000000001,0.0,0.0,0.1972,4,56.66,1.34
1643,2020/03/30,21:14,-0.865812,-0.3264,307.88994,5.532,0.474,-6.426,39.22,2.2,283.6,818.548,0.0,0.0,0.0,8,86.08,0.905
1644,2020/03/15,06:03,-0.125068,-0.153309,90.3682,-0.391,-0.71,-1.01,95.0,1.2,184.8,820.985,0.0,0.0,0.0,4,143.34,0.773
1645,2020/08/18,21:46,-1.79152,-0.22219,320.91605,25.58,12.353,1.973,21.48,2.2,287.6,821.095,0.0,0.0,0.0,3,69.31,-0.275
1646,2020/08/18,05:45,52.1412,267.358,77.03158,23.1,11.54,2.34,25.58,5.2,282.6,823.404,0.0,0.0,0.4147,0,72.39,-0.419
1647,2020/07/01,05:35,119.012,512.645,67.54733,13.67,6.773,-0.027,38.95,2.45,281.0,818.306,0.0,0.0,0.3154,4,55.73,0.6659999999999999
1648,2020/01/18,16:50,11.2269,0.272004,241.51998,2.544,-3.3,-16.3,19.91,0.95,305.9,822.4860000000001,0.0,0.0,0.0606,1,50.57,0.275
1649,2020/09/20,21:01,-1.59107,-0.3357449999999999,304.68087,19.33,9.811,1.631,30.64,1.95,308.3,820.0060000000001,0.0,0.0,0.0,7,60.9,-0.173
1650,2020/10/02,00:09,-1.44582,-0.227132,8.060139999999999,11.64,5.156000000000001,-1.844,38.27,1.2,267.5,822.3639999999999,0.0,0.0,0.0,0,76.19,-0.198
1651,2020/04/27,20:18,-1.03869,-0.415435,304.42969,19.4,7.987999999999999,-3.702,19.9,1.95,271.2,814.2560000000001,0.0,0.0,0.0,8,128.89,0.88
1652,2020/12/02,00:03,-1.0779,-0.918411,9.68368,-3.611,-5.629,-9.429,60.42,2.45,39.55,823.427,0.0,0.0,0.0,2,45.59,0.238
1653,2020/09/12,09:12,655.929,955.142,123.13098,21.25,10.14,0.35,24.81,3.7,117.3,820.4989999999999,0.0,0.0,0.1963,1,90.86,0.214
1654,2020/10/25,04:34,-0.942637,-0.177757,88.44218000000001,-9.79,-10.135,-10.835,91.1,4.2,21.34,817.304,0.0,0.0,0.0,7,58.59,-0.074
1655,2020/03/30,07:03,107.043,3.81789,96.19135,2.853,-0.23,-4.13,57.65,0.0,0.0,814.87,0.0,0.0,0.1785,2,48.23,0.804
1656,2020/10/14,19:17,-1.20813,-0.454262,277.97179,5.688,3.428,1.028,71.91,2.2,59.3,819.539,0.0,0.0,0.0,0,125.85,-0.268
1657,2020/05/12,17:07,179.857,91.5532,276.88772,18.1,11.677,7.377000000000001,49.5,2.2,63.78,808.763,0.254,0.0,0.1971,0,146.0,1.171
1658,2020/11/25,02:48,-1.01527,0.167883,77.37303,-1.01,-4.039,-9.439,48.54,2.95,266.4,813.048,0.0,0.0,0.0,0,59.16,10.84
1659,2020/07/06,12:26,700.471,365.049,195.64551,32.21,14.735,2.145,14.82,2.7,141.6,818.4019999999999,0.0,0.0,0.1488,7,61.88,0.909
1660,2020/04/14,11:20,988.046,1045.13,160.37589,2.42,-2.023,-9.423,37.56,0.7,238.0,816.666,0.0,0.0,0.3379,6,45.27,1.781
1661,2020/07/12,12:40,354.582,19.1285,204.18422,33.98,14.693,-0.0069999999999999,11.49,2.7,65.98,818.1039999999999,0.0,0.0,0.17,7,135.24,0.769
1662,2020/06/17,15:10,385.646,192.626,262.00004,32.18,13.281,-2.499,10.33,4.7,32.48,809.96,0.0,0.0,0.1803,0,46.0,0.936
1663,2020/10/12,23:39,-1.86444,-0.350572,356.30261,14.89,4.571000000000001,-9.029,16.7,3.45,25.81,818.6669999999999,0.0,0.0,0.0,7,71.03,0.1119999999999999
1664,2020/11/01,05:45,-1.38568,0.0,101.49499,2.658,-1.4369999999999998,-7.637,43.21,0.0,0.0,826.309,0.0,0.0,0.0,4,93.55,0.147
1665,2020/08/12,09:24,581.0840000000001,275.821,113.75858999999998,25.7,14.108,6.507999999999999,29.33,2.45,77.35,818.895,0.0,0.0,0.1863,0,114.57,-0.2319999999999999
1666,2020/01/06,03:25,-0.903038,0.004946,82.91615999999999,-0.381,-4.729,-14.229,29.9,4.45,59.78,819.508,0.0,0.0,0.0,3,163.67,0.266
1667,2020/11/08,19:08,-1.6155,-0.197507,269.59912,7.394,0.268,-10.532,24.04,0.95,203.7,805.827,0.0,0.0,0.0,4,80.55,0.027
1668,2020/01/21,23:37,-0.961704,0.178038,336.7783,4.877,0.278,-5.622000000000001,44.0,1.45,26.75,810.181,0.0,0.0,0.0,7,38.39,0.423
